title,artist,year,duration,group
take care,drake feat. rihanna,2012,226,urban
the a team,ed sheeran,2012,229,band
the fighter,gym class heroes feat. ryan tedder,2012,220,urban
this is love,will.i.am feat. eva simons,2012,231,pop
thrift shop,macklemore & ryan lewis feat. wanz,2012,224,urban
throw your hands up,qwote feat. pitbull,2012,215,urban
try,p!nk,2012,248,pop
turn all the lights on,t-pain feat. ne-yo,2012,216,urban
turn me on,david guetta feat. nicki minaj,2012,278,electronic
turn up the love,far east movement feat. cover drive,2012,216,pop
turn up the music,chris brown,2012,225,urban
we are never ever getting back together,taylor swift,2012,191,band
we are young,fun. feat. janelle monae,2012,249,band
we found love,rihanna feat. calvin harris,2012,216,pop
we'll be coming back,calvin harris feat. example,2012,303,electronic
what makes you beautiful,one direction,2012,198,pop
what you've done to me,samantha jade,2012,209,pop
where have you been,rihanna,2012,241,pop
whistle,flo rida,2012,218,urban
wide awake,katy perry,2012,219,pop
wild ones,flo rida feat. sia,2012,212,urban
wings,little mix,2012,221,pop
"young, wild & free",snoop dogg & wiz khalifa feat. bruno mars,2012,202,urban
#beautiful,mariah carey feat. miguel,2013,200,pop
#thatpower,will.i.am feat. justin bieber,2013,242,pop
acapella,karmin,2013,198,pop
all of me,john legend,2013,178,urban
applause,lady gaga,2013,213,pop
beneath your beautiful,labrinth feat. emeli sande,2013,273,electronic
berzerk,eminem,2013,266,urban
best song ever,one direction,2013,373,pop
blurred lines,robin thicke feat. t.i. & pharrell,2013,264,urban
bom bom,sam and the womp,2013,239,pop
bonfire heart,james blunt,2013,234,pop
borrow my heart,taylor henderson,2013,212,band
burn,ellie goulding,2013,233,pop
can't believe it,flo rida feat. pitbull,2013,220,urban
can't hold us,macklemore & ryan lewis feat. ray dalton,2013,228,urban
change your life,little mix,2013,200,pop
clarity,zedd feat. foxes,2013,269,electronic
classic,mkto,2013,166,pop
counting stars,onerepublic,2013,223,band
dear darlin',olly murs,2013,206,pop
diamonds,rihanna,2013,284,pop
don't you worry child,swedish house mafia feat. john martin,2013,373,electronic
everybody,justice crew,2013,224,electronic
everybody talks,neon trees,2013,239,band
fall down,will.i.am feat. miley cyrus,2013,307,pop
feel this moment,pitbull,2013,195,urban
gangnam style,psy,2013,223,pop
get lucky,daft punk feat. pharrell williams,2013,247,electronic
get up (rattle),bingo players feat. far east movement,2013,179,electronic
global concepts,robert delong,2013,254,electronic
happy,pharrell williams,2013,241,urban
harlem shake,baauer,2013,197,electronic
hello,stafford brothers feat. lil wayne & christina milian,2013,241,electronic
hey brother,avicii,2013,203,electronic
hey porsche,nelly,2013,209,urban
ho hey,the lumineers,2013,162,band
"hold on, we're going home",drake feat. majid jordan,2013,229,urban
holdin on,flume,2013,167,electronic
i could be the one,avicii vs. nicky romero,2013,193,electronic
i knew you were trouble,taylor swift,2013,217,band
i love it,icona pop,2013,167,pop
i need your love,calvin harris feat. ellie goulding,2013,242,electronic
i will wait,mumford & sons,2013,268,band
impossible,james arthur,2013,208,pop
just give me a reason,p!nk feat. nate ruess,2013,243,pop
la la la,naughty boy feat. sam smith,2013,244,urban
lanterns,birds of tokyo,2013,263,band
let her go,passenger,2013,256,band
let's get ridiculous,redfoo,2013,216,electronic
like a drum,guy sebastian,2013,214,pop
little talks,of monsters and men,2013,256,band
locked out of heaven,bruno mars,2013,240,pop
love is easy,mcfly,2013,221,pop
love me again,john newman,2013,290,urban
marry me,jason derulo,2013,225,pop
mirrors,justin timberlake,2013,277,pop
next to me,emeli sande,2013,207,urban
on top of the world,imagine dragons,2013,191,band
one way or another (teenage kicks),one direction,2013,157,pop
parachute,timomatic,2013,220,urban
pompeii,bastille,2013,233,band
pop a bottle (fill me up),jessica mauboy,2013,266,pop
radioactive,imagine dragons,2013,156,band
resolution,matt corby,2013,256,band
riptide,vance joy,2013,212,band
roar,katy perry,2013,275,pop
rude,magic!,2013,224,band
same love,macklemore & ryan lewis feat. mary lambert,2013,344,urban
scream & shout,will.i.am & britney spears,2013,283,pop
sheppard ep,sheppard,2013,229,band
something i need,onerepublic,2013,250,band
stay,rihanna feat. mikky ekko,2013,249,pop
still into you,paramore,2013,205,band
story of my life,one direction,2013,218,pop
summertime sadness - cedric gervais remix,lana del rey vs cedric gervais,2013,360,pop
talk dirty,jason derulo feat. 2 chainz,2013,171,pop
tennis court,lorde,2013,199,pop
thank you,mkto,2013,313,pop
the fox,ylvis,2013,230,other
the love club ep feat. royals,lorde,2013,203,pop
the monster,eminem feat. rihanna,2013,250,urban
the other side,jason derulo,2013,223,pop
this is what it feels like,armin van buuren feat. trevor guthrie,2013,250,electronic
thrift shop,macklemore & ryan lewis feat. wanz,2013,224,urban
timber,pitbull feat. ke$ha,2013,199,urban
titanium,david guetta feat. sia,2013,231,electronic
treasure,bruno mars,2013,221,pop
troublemaker,olly murs,2013,200,pop
true love,p!nk,2013,225,pop
trumpets,jason derulo,2013,238,pop
waiting all night,rudimental feat. ella eyre,2013,302,electronic
wake me up,avicii,2013,273,electronic
warrior,havana brown,2013,199,electronic
we can't stop,miley cyrus,2013,230,pop
we own it,2 chainz feat. wiz khalifa,2013,221,urban
when i was your man,bruno mars,2013,212,pop
wild ep,jessie j,2013,250,pop
wrecking ball,miley cyrus,2013,259,pop
you,nathaniel,2013,201,pop
young and beautiful - cedric gervais remix,lana del rey vs. cedric gervais,2013,422,pop
#selfie,the chainsmokers,2014,180,electronic
a sky full of stars,coldplay,2014,235,band
addicted to you,avicii,2014,256,electronic
all about that bass,meghan trainor,2014,188,band
all of me,john legend,2014,178,urban
am i wrong?,nico & vinz,2014,255,pop
amnesia,5 seconds of summer,2014,225,pop
anaconda,nicki minaj,2014,205,urban
another man,itch,2014,188,band
bad,david guetta & showtek feat. vassy,2014,171,electronic
bang bang,jessie j feat. nicki minaj & ariana grande,2014,196,pop
best day of my life,american authors,2014,194,band
black widow,iggy azalea feat. rita ora,2014,203,urban
blame,calvin harris feat. john newman,2014,179,electronic
blank space,taylor swift,2014,232,band
boom clap,charli xcx,2014,168,pop
brave,sara bareilles,2014,222,pop
break free,ariana grande feat. zedd,2014,216,pop
budapest,george ezra,2014,202,band
chandelier,sia,2014,200,pop
cool kids,echosmith,2014,216,band
cosby sweater,hilltop hoods,2014,226,urban
dangerous,david guetta feat. sam martin,2014,287,electronic
don't,ed sheeran,2014,217,band
faded,zhu,2014,230,electronic
fancy,iggy azalea feat. charli xcx,2014,206,urban
freaks,timmy trumpet feat. savage,2014,167,electronic
free,rudimental feat. emeli sande & nas,2014,213,electronic
geronimo,sheppard,2014,211,band
ghost,ella henderson,2014,214,band
god only knows,mkto,2014,218,pop
happy,pharrell williams,2014,241,urban
heroes (we could be),alesso feat. tove lo,2014,211,electronic
hey brother,avicii,2014,203,electronic
high,peking duk feat. nicole millar,2014,212,electronic
i see fire,ed sheeran,2014,342,band
i will never let you down,rita ora,2014,205,pop
i'm an albatraoz,aronchupa,2014,166,electronic
i'm not the only one,sam smith,2014,222,pop
i'm ready,ajr,2014,227,pop
it's my birthday,will.i.am feat. cody wise,2014,262,pop
jubel,klingande,2014,213,electronic
jump,rihanna,2014,264,pop
let it go,idina menzel,2014,224,pop
lips are movin,meghan trainor,2014,175,band
live louder,nathaniel,2014,189,pop
magic,coldplay,2014,285,band
never be the same,jessica mauboy,2014,233,pop
new thang,redfoo,2014,242,electronic
nobody to love,sigma,2014,238,electronic
not a bad thing,justin timberlake,2014,268,pop
only love can hurt like this,paloma faith,2014,232,pop
outside,calvin harris feat. ellie goulding,2014,227,electronic
please don't say you love me,gabrielle aplin,2014,180,pop
prayer in c,lilly wood & the prick and robin schulz,2014,265,band
problem,ariana grande feat. iggy azalea,2014,194,pop
que sera,justice crew,2014,211,electronic
rather be,clean bandit feat. jess glynne,2014,219,electronic
red lights,tiesto,2014,173,electronic
replay,zendaya,2014,211,pop
riptide,vance joy,2014,212,band
roar,katy perry,2014,275,pop
rude,magic!,2014,224,band
say something,a great big world feat. christina aguilera,2014,223,pop
shake it off,taylor swift,2014,219,band
she looks so perfect,5 seconds of summer,2014,204,pop
shot me down,david guetta feat. skylar grey,2014,191,electronic
shower,becky g,2014,199,pop
sing,ed sheeran,2014,196,band
somebody to you,the vamps feat. demi lovato,2014,185,pop
stand by you,marlisa,2014,192,pop
stay high (habits remix),tove lo,2014,258,pop
stay with me,sam smith,2014,168,pop
steal my girl,one direction,2014,225,pop
stolen dance,milky chance,2014,314,band
strong,london grammar,2014,266,pop
summer,calvin harris,2014,231,electronic
superheroes,the script,2014,242,pop
swing,joel fletcher feat. savage,2014,225,electronic
take me home,cash cash feat. bebe rexha,2014,201,pop
take me over,peking duk feat. safia,2014,201,electronic
the love club ep feat. royals,lorde,2014,203,pop
the man,aloe blacc,2014,212,urban
the monster,eminem feat. rihanna,2014,250,urban
the power of love,gabrielle aplin,2014,245,pop
thinking out loud,ed sheeran,2014,282,band
this is how we do,katy perry,2014,202,pop
tightrope,illy,2014,292,urban
timber,pitbull feat. ke$ha,2014,199,urban
trumpets,jason derulo,2014,238,pop
tsunami (jump),dvbbs feat. borgeous & tinie tempah,2014,147,electronic
turn down for what,dj snake feat. lil jon,2014,179,urban
ugly heart,g.r.l.,2014,245,pop
undressed,kim cesarion,2014,234,pop
uptown funk,mark ronson feat. bruno mars,2014,271,pop
waves,mr. probz,2014,204,urban
we are done,the madden brothers,2014,122,band
wiggle,jason derulo feat. snoop dogg,2014,186,pop
wild wild love,pitbull feat. g.r.l.,2014,203,urban
you ruin me,the veronicas,2014,231,pop
